County_FIPS,County,State,Obesity-2019-Percentage,Access to Exercise Opportunities-2020 & 2022-Percent
42061,Huntingdon County,Pennsylvania,23.3,61.655175542048404
48179,Gray County,Texas,23.3,88.9480378762896
48219,Hockley County,Texas,23.3,66.78274597204809
48351,Newton County,Texas,23.3,5.8934271916182
48487,Wilbarger County,Texas,23.3,28.253278497710898
55091,Pepin County,Wisconsin,23.3,65.98797485651819
01079,Lawrence County,Alabama,23.4,56.7623136697608
05073,Lafayette County,Arkansas,23.4,11.0970196575777
06051,Mono County,California,23.4,69.7006441834028
08017,Cheyenne County,Colorado,23.4,51.8878718535469
08055,Huerfano County,Colorado,23.4,44.120234604105605
08115,Sedgwick County,Colorado,23.4,No Data
17035,Cumberland County,Illinois,23.4,19.923444976076603
17053,Ford County,Illinois,23.4,69.0631003398847
17065,Hamilton County,Illinois,23.4,48.292255723758295
20119,Meade County,Kansas,23.4,27.3489519112207
25019,Nantucket County,Massachusetts,23.4,95.39810592774461
26071,Iron County,Michigan,23.4,82.262918063795
35033,Mora County,New Mexico,23.4,16.9491525423729
36109,Tompkins County,New York,23.4,88.8235294117647
37007,Anson County,North Carolina,23.4,37.0165495352528
37039,Cherokee County,North Carolina,23.4,98.5438242858136
46117,Stanley County,South Dakota,23.4,71.6778523489933
48019,Bandera County,Texas,23.4,66.9800009591866
48197,Hardeman County,Texas,23.4,34.9394195548042
48273,Kleberg County,Texas,23.4,69.8099226804124
48477,Washington County,Texas,23.4,58.232090490154995
50013,Grand Isle County,Vermont,23.4,39.0785684903332
54021,Gilmer County,West Virginia,23.4,54.6976241900648
02070,Dillingham Census Area,Alaska,23.5,46.510191476219894
02275,Wrangell City and Borough,Alaska,23.5,99.5768688293371
08005,Arapahoe County,Colorado,23.5,97.6710885859526
13033,Burke County,Georgia,23.5,33.3834769881282
13103,Effingham County,Georgia,23.5,50.3219132609736
17049,Effingham County,Illinois,23.5,58.8035075574016
17081,Jefferson County,Illinois,23.5,51.5021690512758
17175,Stark County,Illinois,23.5,13.7037037037037
18057,Hamilton County,Indiana,23.5,89.76938817211419
18155,Switzerland County,Indiana,23.5,47.1500462154668
24031,Montgomery County,Maryland,23.5,99.84445337885491
26101,Manistee County,Michigan,23.5,75.47938638542671
29083,Henry County,Missouri,23.5,63.364622254625004
46009,Bon Homme County,South Dakota,23.5,65.5147793802656
46061,Hanson County,South Dakota,23.5,27.188673793701202
50015,Lamoille County,Vermont,23.5,67.9514357294276
51003,Albemarle County,Virginia,23.5,81.8274834289782
51043,Clarke County,Virginia,23.5,76.7232632077386
51097,King And Queen County,Virginia,23.5,22.2608958837772
51830,Williamsburg City,Virginia,23.5,99.6110210696921
55031,Douglas County,Wisconsin,23.5,80.62309515746699
55113,Sawyer County,Wisconsin,23.5,66.6980192541773
05129,Searcy County,Arkansas,23.6,20.0051098620337
17085,Jo Daviess County,Illinois,23.6,72.0762423417291
17133,Monroe County,Illinois,23.6,85.6215319489732
17193,White County,Illinois,23.6,7.3286733443828
27031,Cook County,Minnesota,23.6,83.8035714285714
30011,Carter County,Montana,23.6,19.8586572438163
30089,Sanders County,Montana,23.6,76.0564516129032
36119,Westchester County,New York,23.6,99.568323980021
37123,Montgomery County,North Carolina,23.6,83.0725020387558
49031,Piute County,Utah,23.6,11.7524339360223
51033,Caroline County,Virginia,23.6,51.1347816233367
51091,Highland County,Virginia,23.6,63.037634408602194
51510,Alexandria City,Virginia,23.6,100
51790,Staunton City,Virginia,23.6,98.2291262135922
53007,Chelan County,Washington,23.6,83.0032627665225
55061,Kewaunee County,Wisconsin,23.6,46.1946214073822
05011,Bradley County,Arkansas,23.7,49.1038406827881
08103,Rio Blanco County,Colorado,23.7,88.43620768877321
08109,Saguache County,Colorado,23.7,23.0056532663317
13189,Mcduffie County,Georgia,23.7,50.938424556213
16021,Boundary County,Idaho,23.7,37.5829462508295
16073,Owyhee County,Idaho,23.7,37.757072106102605
17061,Greene County,Illinois,23.7,44.1969128076763
17079,Jasper County,Illinois,23.7,43.0171207063637
17145,Perry County,Illinois,23.7,57.1640009548818
20019,Chautauqua County,Kansas,23.7,2.7522935779817
21039,Carlisle County,Kentucky,23.7,7.045171985080801
22021,Caldwell Parish,Louisiana,23.7,73.4784862623121
30069,Petroleum County,Montana,23.7,10.080645161290299
37065,Edgecombe County,North Carolina,23.7,67.87116564417181
44009,Washington County,Rhode Island,23.7,90.4712759648488
46025,Clark County,South Dakota,23.7,No Data
47027,Clay County,Tennessee,23.7,6.265664160400999
47081,Hickman County,Tennessee,23.7,30.651955867602798
01059,Franklin County,Alabama,23.8,57.0236352878896
02050,Bethel Census Area,Alaska,23.8,91.7711346833816
05013,Calhoun County,Arkansas,23.8,7.2800168811986
06001,Alameda County,California,23.8,99.44125876079511
13053,Chattahoochee County,Georgia,23.8,57.365394668060596
17189,Washington County,Illinois,23.8,48.8772618269021
17191,Wayne County,Illinois,23.8,33.5743865504667
20137,Norton County,Kansas,23.8,61.952738596812594
22123,West Carroll Parish,Louisiana,23.8,33.288893446826
27087,Mahnomen County,Minnesota,23.8,46.9968582517095
29109,Lawrence County,Missouri,23.8,53.9696323780953
30107,Wheatland County,Montana,23.8,60.6089898501692
37109,Lincoln County,North Carolina,23.8,62.3061859232807
37125,Moore County,North Carolina,23.8,78.223550292298
41023,Grant County,Oregon,23.8,61.454444905295205
46053,Gregory County,South Dakota,23.8,36.654982473710604
46055,Haakon County,South Dakota,23.8,58.4935897435897
48233,Hutchinson County,Texas,23.8,63.23907455012851
48287,Lee County,Texas,23.8,53.2097493992448
48375,Potter County,Texas,23.8,84.0717148280953
51820,Waynesboro City,Virginia,23.8,87.132816723734
55011,Buffalo County,Wisconsin,23.8,60.959675602613196
06011,Colusa County,California,23.9,76.7846513118733
08039,Elbert County,Colorado,23.9,47.9280178036989
12086,Miami-Dade County,Florida,23.9,98.4657078127018
13317,Wilkes County,Georgia,23.9,64.0355462624151
17033,Crawford County,Illinois,23.9,58.1348037903528
17105,Livingston County,Illinois,23.9,67.5527013821025
35023,Hidalgo County,New Mexico,23.9,21.1345141215893
36087,Rockland County,New York,23.9,95.9941358854842
37121,Mitchell County,North Carolina,23.9,100
40063,Hughes County,Oklahoma,23.9,30.665070696491398
41055,Sherman County,Oregon,23.9,5.4010695187166
48063,Camp County,Texas,23.9,59.1784338896021
51045,Craig County,Virginia,23.9,94.01062959934589
55053,Jackson County,Wisconsin,23.9,48.5126507448569
06023,Humboldt County,California,24,88.2752101302185
06083,Santa Barbara County,California,24,96.05714935892141
08043,Fremont County,Colorado,24,80.0772390118311
12115,Sarasota County,Florida,24,90.6312355128731
13187,Lumpkin County,Georgia,24,84.7318442427138
13241,Rabun County,Georgia,24,100
17045,Edgar County,Illinois,24,57.4054310447053
17055,Franklin County,Illinois,24,72.1484498994815
17057,Fulton County,Illinois,24,57.850575738641396
17203,Woodford County,Illinois,24,75.477682169132
23015,Lincoln County,Maine,24,51.681471180861
27053,Hennepin County,Minnesota,24,99.3260583739412
29199,Scotland County,Missouri,24,0.381679389313
37075,Graham County,North Carolina,24,100
37175,Transylvania County,North Carolina,24,84.9511914145395
38001,Adams County,North Dakota,24,2.6363636363636
47005,Benton County,Tennessee,24,52.905950579929396
48065,Carson County,Texas,24,60.513173755812
48073,Cherokee County,Texas,24,56.4567960009522
51017,Bath County,Virginia,24,100
55045,Green County,Wisconsin,24,74.30512495619121
05099,Nevada County,Arkansas,24.1,47.930204572803895
08057,Jackson County,Colorado,24.1,78.3901377810007
13071,Colquitt County,Georgia,24.1,53.0872804915247
13131,Grady County,Georgia,24.1,38.508156731209
13197,Marion County,Georgia,24.1,No Data
13221,Oglethorpe County,Georgia,24.1,25.8954468802698
13291,Union County,Georgia,24.1,94.3975316661254
16037,Custer County,Idaho,24.1,61.1461988304094
17181,Union County,Illinois,24.1,56.257248898167504
21103,Henry County,Kentucky,24.1,18.1592039800995
21167,Mercer County,Kentucky,24.1,40.6651649662117
29217,Vernon County,Missouri,24.1,64.6876744304054
36059,Nassau County,New York,24.1,99.2274537281824
37041,Chowan County,North Carolina,24.1,32.7837758972863
40059,Harper County,Oklahoma,24.1,No Data
40093,Major County,Oklahoma,24.1,0.32125417630430003
40127,Pushmataha County,Oklahoma,24.1,31.483536810950802
46023,Charles Mix County,South Dakota,24.1,36.615811373092896
46081,Lawrence County,South Dakota,24.1,92.1957466625272
51115,Mathews County,Virginia,24.1,48.3534513066917
53029,Island County,Washington,24.1,80.2641122765005
06089,Shasta County,California,24.2,79.3845900469381
08081,Moffat County,Colorado,24.2,79.9503460728258
13133,Greene County,Georgia,24.2,69.0668781390431
13147,Hart County,Georgia,24.2,51.053120644261995
13199,Meriwether County,Georgia,24.2,33.4061029447436
13211,Morgan County,Georgia,24.2,29.069015275911802
17131,Mercer County,Illinois,24.2,26.7023377285177
19091,Humboldt County,Iowa,24.2,72.7935813274982
21077,Gallatin County,Kentucky,24.2,40.368239355581096
21105,Hickman County,Kentucky,24.2,8.2946250829463
22023,Cameron Parish,Louisiana,24.2,78.9211322770162
22075,Plaquemines Parish,Louisiana,24.2,40.3827344248352
26153,Schoolcraft County,Michigan,24.2,71.8404374300982
29221,Washington County,Missouri,24.2,58.9265969209832
30063,Missoula County,Montana,24.2,90.8838045487695
36047,Kings County,New York,24.2,100
46049,Faulk County,South Dakota,24.2,No Data
46065,Hughes County,South Dakota,24.2,79.8649028989586
47131,Obion County,Tennessee,24.2,50.751940754214395
48049,Brown County,Texas,24.2,60.46725292033071
02230,Skagway Municipality,Alaska,24.3,100
04005,Coconino County,Arizona,24.3,80.9780773392327
05039,Dallas County,Arkansas,24.3,No Data
12101,Pasco County,Florida,24.3,84.43844090757821
13043,Candler County,Georgia,24.3,58.382660959839704
13061,Clay County,Georgia,24.3,25.842696629213503
13235,Pulaski County,Georgia,24.3,80.3247082699137
13281,Towns County,Georgia,24.3,100
17071,Henderson County,Illinois,24.3,30.295913574448104
28153,Wayne County,Mississippi,24.3,8.0337731937914
29229,Wright County,Missouri,24.3,33.3626566967231
31075,Grant County,Nebraska,24.3,No Data
31083,Harlan County,Nebraska,24.3,40.0585746827205
37047,Columbus County,North Carolina,24.3,39.2647610769808
37077,Granville County,North Carolina,24.3,47.847258656872995
47041,Dekalb County,Tennessee,24.3,56.3247011952191
48175,Goliad County,Texas,24.3,50.32800912721051
53047,Okanogan County,Washington,24.3,53.227721831654996
55071,Manitowoc County,Wisconsin,24.3,65.3879718285623
05095,Monroe County,Arkansas,24.4,61.2295925871452
06021,Glenn County,California,24.4,78.8532697029429
08073,Lincoln County,Colorado,24.4,55.5418502202643
16071,Oneida County,Idaho,24.4,11.722173531989501
18159,Tipton County,Indiana,24.4,57.09356077869649
19117,Lucas County,Iowa,24.4,63.4584201992124
20063,Gove County,Kansas,24.4,42.8623988226637
20093,Kearny County,Kansas,24.4,64.5744413758473
21005,Anderson County,Kentucky,24.4,29.4147241321482
21091,Hancock County,Kentucky,24.4,22.374931280923597
26131,Ontonagon County,Michigan,24.4,61.262035763411305
27033,Cottonwood County,Minnesota,24.4,66.55379004949211
28119,Quitman County,Mississippi,24.4,2.6068652849741003
29135,Moniteau County,Missouri,24.4,57.9913397531183
30057,Madison County,Montana,24.4,29.3865244114577
30099,Teton County,Montana,24.4,20.1413427561837
31009,Blaine County,Nebraska,24.4,7.656612529002301
36103,Suffolk County,New York,24.4,95.087750340778
37193,Wilkes County,North Carolina,24.4,65.33371735208961
41015,Curry County,Oregon,24.4,91.0517785549774
42093,Montour County,Pennsylvania,24.4,49.6195412439347
46111,Sanborn County,South Dakota,24.4,0.42918454935620004
48277,Lamar County,Texas,24.4,62.044801149976
48473,Waller County,Texas,24.4,35.9527414867768
50003,Bennington County,Vermont,24.4,79.7600878249926
51047,Culpeper County,Virginia,24.4,64.1726290150708
51049,Cumberland County,Virginia,24.4,46.749354005168
08009,Baca County,Colorado,24.5,53.42270393610949
13173,Lanier County,Georgia,24.5,45.3174040700618
18101,Martin County,Indiana,24.5,66.530778638402
24027,Howard County,Maryland,24.5,98.1258858258831
29039,Cedar County,Missouri,24.5,56.7733295742881
29067,Douglas County,Missouri,24.5,50.97598894455
29075,Gentry County,Missouri,24.5,33.8364167478092
31115,Loup County,Nebraska,24.5,36.9028006589786
37011,Avery County,North Carolina,24.5,100
38027,Eddy County,North Dakota,24.5,63.4426927993183
40075,Kiowa County,Oklahoma,24.5,67.316958514514
41027,Hood River County,Oregon,24.5,91.31250781999421
42009,Bedford County,Pennsylvania,24.5,57.737982638669905
45013,Beaufort County,South Carolina,24.5,86.01783910601391
46077,Kingsbury County,South Dakota,24.5,25.621746674378297
47033,Crockett County,Tennessee,24.5,22.989001509596697
47175,Van Buren County,Tennessee,24.5,12.3216601815824
51107,Loudoun County,Virginia,24.5,89.0858729710019
51113,Madison County,Virginia,24.5,39.8785863987859
56023,Lincoln County,Wyoming,24.5,76.67126295899091
56043,Washakie County,Wyoming,24.5,81.7696811971373
02060,Bristol Bay Borough,Alaska,24.6,5.8056872037915
02261,Valdez-Cordova Census Area,Alaska,24.6,72.39427924683609
12045,Gulf County,Florida,24.6,59.3714768883878
13125,Glascock County,Georgia,24.6,No Data
17141,Ogle County,Illinois,24.6,68.6085579670966
18165,Vermillion County,Indiana,24.6,53.8052982706134
20127,Morris County,Kansas,24.6,64.7790568139621
22091,St. Helena Parish,Louisiana,24.6,3.525641025641
22127,Winn Parish,Louisiana,24.6,72.3954925481643
26009,Antrim County,Michigan,24.6,57.0526225939994
27023,Chippewa County,Minnesota,24.6,50.34132401968569
28143,Tunica County,Mississippi,24.6,71.4066653036189
29093,Iron County,Missouri,24.6,78.0643808325469
31031,Cherry County,Nebraska,24.6,66.4344637946838
36081,Queens County,New York,24.6,98.92461495994121
37009,Ashe County,North Carolina,24.6,57.4745080332618
37017,Bladen County,North Carolina,24.6,46.5344862527866
37091,Hertford County,North Carolina,24.6,52.0183741648107
40035,Craig County,Oklahoma,24.6,42.5746083504643
42035,Clinton County,Pennsylvania,24.6,49.5700934579439
46091,Marshall County,South Dakota,24.6,36.623316302833295
47189,Wilson County,Tennessee,24.6,60.1954825128438
49017,Garfield County,Utah,24.6,22.8801888648436
01111,Randolph County,Alabama,24.7,40.9750990121546
05047,Franklin County,Arkansas,24.7,66.6783646253729
05105,Perry County,Arkansas,24.7,47.7892005190139
06069,San Benito County,California,24.7,85.36497998722919
13123,Gilmer County,Georgia,24.7,79.5362485248621
13293,Upson County,Georgia,24.7,79.32490974729241
16007,Bear Lake County,Idaho,24.7,55.3044569993723
17043,Dupage County,Illinois,24.7,99.72976072944239
27107,Norman County,Minnesota,24.7,10.2623816177612
29173,Ralls County,Missouri,24.7,7.667793336552401
30059,Meagher County,Montana,24.7,14.5303580695381
32033,White Pine County,Nevada,24.7,58.7004405286344
37189,Watauga County,North Carolina,24.7,86.4992789261546
45061,Lee County,South Carolina,24.7,18.8736313592644
46021,Campbell County,South Dakota,24.7,2.7596223674655
46087,Mccook County,South Dakota,24.7,1.7951425554382
48001,Anderson County,Texas,24.7,37.1637719692
51075,Goochland County,Virginia,24.7,63.0080478828811
01005,Barbour County,Alabama,24.8,54.8428022043373
01041,Crenshaw County,Alabama,24.8,24.2155525238745
05009,Boone County,Arkansas,24.8,42.3193214352607
05081,Little River County,Arkansas,24.8,51.3969732246799
13117,Forsyth County,Georgia,24.8,89.8568546220795
15009,Maui County,Hawaii,24.8,94.9882855651456
20153,Rawlins County,Kansas,24.8,56.3061304178055
21197,Powell County,Kentucky,24.8,86.5412445730825
22111,Union Parish,Louisiana,24.8,51.7648173591699
26053,Gogebic County,Michigan,24.8,71.2517385257302
26085,Lake County,Michigan,24.8,79.8197751322751
28127,Simpson County,Mississippi,24.8,32.1592354233304
39149,Shelby County,Ohio,24.8,60.866680489322
46063,Harding County,South Dakota,24.8,7.5514874141876005
47133,Overton County,Tennessee,24.8,33.303718182222
48419,Shelby County,Texas,24.8,38.835234368495506
51081,Greensville County,Virginia,24.8,15.4507944868756
01093,Marion County,Alabama,24.9,47.6636788112198
06017,El Dorado County,California,24.9,87.69987185187121
13001,Appling County,Georgia,24.9,38.370201691607
13161,Jeff Davis County,Georgia,24.9,57.01332972460919
13205,Mitchell County,Georgia,24.9,59.9172603999081
17121,Marion County,Illinois,24.9,66.0711919213337
20039,Decatur County,Kansas,24.9,No Data
20081,Haskell County,Kansas,24.9,59.49735449735451
28053,Humphreys County,Mississippi,24.9,0.9890815671162
29145,Newton County,Missouri,24.9,59.40015004774249
30015,Chouteau County,Montana,24.9,32.7735368956743
30025,Fallon County,Montana,24.9,70.2525418169892
31073,Gosper County,Nebraska,24.9,26.096143687268903
37197,Yadkin County,North Carolina,24.9,51.862202396947396
44001,Bristol County,Rhode Island,24.9,99.49796231764219
51065,Fluvanna County,Virginia,24.9,62.2004477228522
51193,Westmoreland County,Virginia,24.9,34.735076040482795
06037,Los Angeles County,California,25,97.93020956941419
08063,Kit Carson County,Colorado,25,49.7107379709327
08119,Teller County,Colorado,25,83.1889923108053
12091,Okaloosa County,Florida,25,81.2683069712947
13309,Wheeler County,Georgia,25,6.1705260339981
19103,Johnson County,Iowa,25,89.6195061954545
21057,Cumberland County,Kentucky,25,6.691576086956499
23013,Knox County,Maine,25,42.298125938877504
26043,Dickinson County,Michigan,25,65.2715150113693
29035,Carter County,Missouri,25,66.0130718954248
30103,Treasure County,Montana,25,No Data
36123,Yates County,New York,25,44.4538629208041
45077,Pickens County,South Carolina,25,67.3168244497884
46107,Potter County,South Dakota,25,59.4660194174757
47139,Polk County,Tennessee,25,66.9915640674875
48055,Caldwell County,Texas,25,39.905847481638105
51600,Fairfax City,Virginia,25,100
53013,Columbia County,Washington,25,5.0354251012146
55097,Portage County,Wisconsin,25,71.118405160777
56013,Fremont County,Wyoming,25,62.97344140286491
06063,Plumas County,California,25.1,92.8802425467408
09013,Tolland County,Connecticut,25.1,73.2294976900686
16015,Boise County,Idaho,25.1,81.7871222076216
16057,Latah County,Idaho,25.1,69.65356681934361
17157,Randolph County,Illinois,25.1,72.0651128866492
18161,Union County,Indiana,25.1,62.0855086778609
19087,Henry County,Iowa,25.1,72.5905673274094
20025,Clark County,Kansas,25.1,41.4364640883978
21225,Union County,Kentucky,25.1,69.0005853087504
30001,Beaverhead County,Montana,25.1,74.9119624373066
30007,Broadwater County,Montana,25.1,50.6790670209625
30065,Musselshell County,Montana,25.1,51.353065539112094
35028,Los Alamos County,New Mexico,25.1,99.2687574025439
37061,Duplin County,North Carolina,25.1,30.4998460433132
47187,Williamson County,Tennessee,25.1,81.8569710082914
48403,Sabine County,Texas,25.1,75.2173034162118
55019,Clark County,Wisconsin,25.1,34.9346490089154
01035,Conecuh County,Alabama,25.2,37.4062257480383
01113,Russell County,Alabama,25.2,56.09550039707351
02122,Kenai Peninsula Borough,Alaska,25.2,73.9451351213456
12109,St. Johns County,Florida,25.2,86.23607936362801
13075,Cook County,Georgia,25.2,68.5123918973823
13091,Dodge County,Georgia,25.2,55.5232120451694
16061,Lewis County,Idaho,25.2,42.9946221341636
18125,Pike County,Indiana,25.2,45.5020408163265
18153,Sullivan County,Indiana,25.2,18.8788009799683
21007,Ballard County,Kentucky,25.2,33.398033126294
26039,Crawford County,Michigan,25.2,76.9556513704958
26047,Emmet County,Michigan,25.2,82.3874296435272
29059,Dallas County,Missouri,25.2,3.1456856657489
37099,Jackson County,North Carolina,25.2,98.7473613398594
38085,Sioux County,North Dakota,25.2,19.2149820420729
41049,Morrow County,Oregon,25.2,55.276546857049105
42067,Juniata County,Pennsylvania,25.2,53.962312305925394
46059,Hand County,South Dakota,25.2,54.562798092209896
47035,Cumberland County,Tennessee,25.2,63.8874805789517
48291,Liberty County,Texas,25.2,46.215130746060204
49025,Kane County,Utah,25.2,70.54910656058429
51077,Grayson County,Virginia,25.2,74.2255266418835
51083,Halifax County,Virginia,25.2,45.7380518488037
51145,Powhatan County,Virginia,25.2,60.0204397850526
55081,Monroe County,Wisconsin,25.2,57.16817219172749
56033,Sheridan County,Wyoming,25.2,87.869085734614
02198,Prince of Wales-Hyder Census Area,Alaska,25.3,31.9485485833478
06087,Santa Cruz County,California,25.3,96.8382306792045
11001,District Of Columbia,District of Columbia,25.3,100
13017,Ben Hill County,Georgia,25.3,54.257299057810904
13171,Lamar County,Georgia,25.3,52.302702702702696
17025,Clay County,Illinois,25.3,45.3266104756171
17137,Morgan County,Illinois,25.3,72.845207352271
18043,Floyd County,Indiana,25.3,84.6516077729735
19037,Chickasaw County,Iowa,25.3,71.49517149517149
20179,Sheridan County,Kansas,25.3,57.3355128729056
20193,Thomas County,Kansas,25.3,78.0958385876419
22121,West Baton Rouge Parish,Louisiana,25.3,87.6098385970072
26011,Arenac County,Michigan,25.3,49.513398213571506
26089,Leelanau County,Michigan,25.3,71.89363705663419
29057,Dade County,Missouri,25.3,2.4177566389218996
29171,Putnam County,Missouri,25.3,50.0106814783166
38029,Emmons County,North Dakota,25.3,1.5449863677673001
38033,Golden Valley County,North Dakota,25.3,No Data
38073,Ransom County,North Dakota,25.3,65.158688409609
42023,Cameron County,Pennsylvania,25.3,86.2106883659556
46051,Grant County,South Dakota,25.3,62.374272101641104
47173,Union County,Tennessee,25.3,9.7464902535097
51021,Bland County,Virginia,25.3,89.95215311004779
55041,Forest County,Wisconsin,25.3,53.2955659657915
02016,Aleutians West Census Area,Alaska,25.4,81.3646788990826
04025,Yavapai County,Arizona,25.4,85.0124254367954
05101,Newton County,Arkansas,25.4,59.5017301038062
13069,Coffee County,Georgia,25.4,54.65051517683101
16039,Elmore County,Idaho,25.4,87.9055326868067
17063,Grundy County,Illinois,25.4,82.3444311194868
18129,Posey County,Indiana,25.4,27.0874633256681
18175,Washington County,Indiana,25.4,31.9530196579377
19123,Mahaska County,Iowa,25.4,71.3068949977467
20131,Nemaha County,Kansas,25.4,65.4141925435608
21141,Logan County,Kentucky,25.4,42.8331875182269
25007,Dukes County,Massachusetts,25.4,96.7281553398058
28041,Greene County,Mississippi,25.4,14.2054693274205
29149,Oregon County,Missouri,25.4,65.9409380428489
30009,Carbon County,Montana,25.4,46.3668480855533
36041,Hamilton County,New York,25.4,100
37015,Bertie County,North Carolina,25.4,35.6306457009033
37071,Gaston County,North Carolina,25.4,75.8773026589981
37159,Rowan County,North Carolina,25.4,69.8784680851064
40055,Greer County,Oklahoma,25.4,58.0586414132216
40061,Haskell County,Oklahoma,25.4,36.4760833837903
40065,Jackson County,Oklahoma,25.4,48.8723017954408
51685,Manassas Park City,Virginia,25.4,100
53057,Skagit County,Washington,25.4,78.5682851694294
53075,Whitman County,Washington,25.4,81.0831092489525
02100,Haines Borough,Alaska,25.5,96.8269230769231
02188,Northwest Arctic Borough,Alaska,25.5,3.1181829847299
02220,Sitka City and Borough,Alaska,25.5,99.53889808465361
04012,La Paz County,Arizona,25.5,42.7190916228785
05049,Fulton County,Arkansas,25.5,44.2981366459627
06111,Ventura County,California,25.5,97.8797003708036
12119,Sumter County,Florida,25.5,88.80248474011961
13005,Bacon County,Georgia,25.5,62.3159784560144
13029,Bryan County,Georgia,25.5,65.60194912602259
13251,Screven County,Georgia,25.5,48.133930475581096
17027,Clinton County,Illinois,25.5,60.2075937017263
17103,Lee County,Illinois,25.5,68.4082588958852
17117,Macoupin County,Illinois,25.5,69.47761691907401
18009,Blackford County,Indiana,25.5,47.1598414795244
18021,Clay County,Indiana,25.5,62.9638026146754
20033,Comanche County,Kansas,25.5,44.404973357016
22037,East Feliciana Parish,Louisiana,25.5,42.3716669225651
29087,Holt County,Missouri,25.5,65.6878995974426
30101,Toole County,Montana,25.5,67.1092335546168
41003,Benton County,Oregon,25.5,93.1185913598924
42039,Crawford County,Pennsylvania,25.5,75.5545759965689
46037,Day County,South Dakota,25.5,7.9647641769132
53019,Ferry County,Washington,25.5,75.4388409027584
12061,Indian River County,Florida,25.6,81.77084637144219
13295,Walker County,Georgia,25.6,53.7529192656753
16025,Camas County,Idaho,25.6,7.0566388115135
17001,Adams County,Illinois,25.6,75.9815628945647
17077,Jackson County,Illinois,25.6,78.87642994676631
17161,Rock Island County,Illinois,25.6,90.4632548108825
18025,Crawford County,Indiana,25.6,73.9597187915637
18171,Warren County,Indiana,25.6,33.3293838862559
19053,Decatur County,Iowa,25.6,63.296272073250506
20207,Woodson County,Kansas,25.6,11.0112359550562
25009,Essex County,Massachusetts,25.6,96.4762931433673
26097,Mackinac County,Michigan,25.6,69.244969540336
27127,Redwood County,Minnesota,25.6,47.059967585089105
28019,Choctaw County,Mississippi,25.6,9.4712587921416
31045,Dawes County,Nebraska,25.6,89.559702402732
37087,Haywood County,North Carolina,25.6,82.7972748796083
37089,Henderson County,North Carolina,25.6,83.2276984202062
37135,Orange County,North Carolina,25.6,83.3492494754398
40003,Alfalfa County,Oklahoma,25.6,31.724864011229997
40103,Noble County,Oklahoma,25.6,46.1918711094837
41013,Crook County,Oregon,25.6,65.9592529711375
47161,Stewart County,Tennessee,25.6,42.4324522223036
51095,James City County,Virginia,25.6,97.48127891226011
51119,Middlesex County,Virginia,25.6,39.256470588235295
51159,Richmond County,Virginia,25.6,63.868654040121
51163,Rockbridge County,Virginia,25.6,54.7637969094923
51520,Bristol City,Virginia,25.6,91.1783494976479
51735,Poquoson City,Virginia,25.6,95.7303370786517
56017,Hot Springs County,Wyoming,25.6,79.78792469162521
06005,Amador County,California,25.7,61.6247467510006
13137,Habersham County,Georgia,25.7,69.8485803045773
13219,Oconee County,Georgia,25.7,73.6596569295916
15003,Honolulu County,Hawaii,25.7,97.3210245271065
15007,Kauai County,Hawaii,25.7,91.7814947201834
17083,Jersey County,Illinois,25.7,65.8376719970249
17093,Kendall County,Illinois,25.7,92.1133852535471
18149,Starke County,Indiana,25.7,63.63441872405971
18181,White County,Indiana,25.7,44.1793583927414
19025,Calhoun County,Iowa,25.7,43.4370907625667
21211,Shelby County,Kentucky,25.7,70.1362737959014
26061,Houghton County,Michigan,25.7,75.865207034073
27167,Wilkin County,Minnesota,25.7,56.7783584383646
31037,Colfax County,Nebraska,25.7,69.1079191079191
31171,Thomas County,Nebraska,25.7,22.8699551569507
35019,Guadalupe County,New Mexico,25.7,57.3899371069182
35035,Otero County,New Mexico,25.7,50.56973127552
37167,Stanly County,North Carolina,25.7,76.7246896198643
38083,Sheridan County,North Dakota,25.7,37.6284584980237
46019,Butte County,South Dakota,25.7,81.0211851996485
55043,Grant County,Wisconsin,25.7,65.1565327890947
01057,Fayette County,Alabama,25.8,32.2958152074015
17029,Coles County,Illinois,25.8,83.9276188037471
19009,Audubon County,Iowa,25.8,65.43884384913639
20195,Trego County,Kansas,25.8,71.40313390313389
21065,Estill County,Kentucky,25.8,61.00402457106549
26029,Charlevoix County,Michigan,25.8,79.2200813694634
28005,Amite County,Mississippi,25.8,26.375786163522
30051,Liberty County,Montana,25.8,44.7677386421644
31165,Sioux County,Nebraska,25.8,22.731277533039602
35001,Bernalillo County,New Mexico,25.8,95.4231244567178
37165,Scotland County,North Carolina,25.8,63.6039094048107
38041,Hettinger County,North Dakota,25.8,No Data
42071,Lancaster County,Pennsylvania,25.8,84.6476570750691
46015,Brule County,South Dakota,25.8,53.7068801219745
46033,Custer County,South Dakota,25.8,77.0858379418129
46123,Tripp County,South Dakota,25.8,70.448079658606
47047,Fayette County,Tennessee,25.8,36.0990712074303
47143,Rhea County,Tennessee,25.8,48.4240949193794
48135,Ector County,Texas,25.8,72.1064835836799
53051,Pend Oreille County,Washington,25.8,62.458025520483595
56029,Park County,Wyoming,25.8,72.4513907642452
56031,Platte County,Wyoming,25.8,77.7803602556653
01075,Lamar County,Alabama,25.9,8.8391067849986
05015,Carroll County,Arkansas,25.9,53.970276008492604
05029,Conway County,Arkansas,25.9,45.65773594014
